stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.00000] opening J:\Sudoku\Debug\allegro5.cfg r
font     D                ttf.c:225  alloc_glyph_region               [   2.35885] Glyph 48: 44x40 (44x40)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.36003] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.36007] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   2.36607] Glyph 71: 33x41 (36x44)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.36729] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.36733] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   2.37361] Glyph 43: 43x43 (44x44)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.37480] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.37485] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   2.38082] Glyph 85: 27x28 (28x28)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.38200] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.38205] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   2.38918] Glyph 89: 27x28 (28x28)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.39038] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.39043] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   2.39723] Glyph 79: 16x41 (16x44)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.39842] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.39847] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.40588] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.40598] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.42899] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.42907] _al_d3d_sync_bitmap (video) ref count == 1
